TEAM_ID,TEAM_NAME,TEAM_VENUE_NAME,GAMES_PLAYED,WINS,LOSSES,POINTS,GOALS_PER_GAME,FIRST_GAME_OF_SEASON_DATE,FIRST_GAME_OF_SEASONS_OPP
5,Pittsburgh Penguins,PPG Paints Arena,82,48,26,104,2.939,2015-10-08,Dallas Stars
